District,Year,Crop,Production
116,1981,Wheat,27.7
116,1982,Wheat,19.4
116,1983,Wheat,27.3
116,1984,Wheat,13.1
116,1985,Wheat,12.7
116,1986,Wheat,15.0
116,1987,Wheat,10.0
116,1988,Wheat,20.7
116,1989,Wheat,22.5
116,1990,Wheat,25.3
116,1991,Wheat,10.3
116,1992,Wheat,22.7
116,1993,Wheat,27.8
116,1994,Wheat,28.1
116,1995,Wheat,22.1
116,1996,Wheat,30.1
116,1997,Wheat,8.9
116,1998,Wheat,25.5
116,1999,Wheat,28.8
116,2000,Wheat,18.9
116,2001,Wheat,19.6
116,2002,Wheat,18.6
116,2003,Wheat,20.8
116,2004,Wheat,5.0
116,2005,Wheat,15.8
116,2006,Wheat,37.6
116,2007,Wheat,82.2
116,2008,Wheat,41.2
116,2009,Wheat,19.96
116,2010,Wheat,61.4
116,2011,Wheat,58.45
116,2012,Wheat,64.59
116,2013,Wheat,30.7
116,2014,Wheat,26.8
116,2015,Wheat,37.6
116,2016,Wheat,77.9
116,2017,Wheat,13.0
117,1966,Wheat,17.0
117,1967,Wheat,13.0
117,1968,Wheat,18.0
117,1969,Wheat,11.8
117,1970,Wheat,12.9
117,1971,Wheat,16.2
117,1972,Wheat,14.3
117,1973,Wheat,18.5
117,1974,Wheat,47.6
117,1975,Wheat,43.0
117,1976,Wheat,35.0
117,1977,Wheat,41.8
117,1978,Wheat,37.7
117,1979,Wheat,37.0
117,1980,Wheat,48.7
117,1981,Wheat,37.9
117,1982,Wheat,44.1
117,1983,Wheat,46.4
117,1984,Wheat,33.1
117,1985,Wheat,26.7
117,1986,Wheat,23.0
117,1987,Wheat,15.0
117,1988,Wheat,23.1
117,1989,Wheat,24.8
117,1990,Wheat,20.0
117,1991,Wheat,21.5
117,1992,Wheat,19.4
117,1993,Wheat,16.8
117,1994,Wheat,27.1
117,1995,Wheat,23.7
117,1996,Wheat,23.5
117,1997,Wheat,5.1
117,1998,Wheat,20.7
117,1999,Wheat,25.5
117,2000,Wheat,22.5
117,2001,Wheat,24.7
117,2002,Wheat,24.1
117,2003,Wheat,25.0
117,2004,Wheat,18.1
117,2005,Wheat,24.0
117,2006,Wheat,37.5
117,2007,Wheat,47.5
117,2008,Wheat,25.0
117,2009,Wheat,32.43
117,2010,Wheat,49.01
117,2011,Wheat,34.43
117,2012,Wheat,36.05
117,2013,Wheat,33.7
117,2014,Wheat,19.9
117,2015,Wheat,15.6
117,2016,Wheat,22.0
117,2017,Wheat,21.9
118,1966,Wheat,32.0
118,1967,Wheat,28.0
118,1968,Wheat,26.0
118,1969,Wheat,20.4
118,1970,Wheat,26.9
118,1971,Wheat,34.9
118,1972,Wheat,21.2
118,1973,Wheat,36.9
118,1974,Wheat,43.8
118,1975,Wheat,71.8
118,1976,Wheat,48.8
118,1977,Wheat,53.9
118,1978,Wheat,49.2
118,1979,Wheat,66.0
118,1980,Wheat,48.6
118,1981,Wheat,59.5
118,1982,Wheat,51.0
118,1983,Wheat,62.4
118,1984,Wheat,64.7
118,1985,Wheat,48.7
118,1986,Wheat,54.0
118,1987,Wheat,41.0
118,1988,Wheat,57.5
118,1989,Wheat,48.6
118,1990,Wheat,47.5
118,1991,Wheat,27.7
118,1992,Wheat,37.8
118,1993,Wheat,67.4
118,1994,Wheat,79.2
118,1995,Wheat,61.0
118,1996,Wheat,60.2
118,1997,Wheat,21.1
118,1998,Wheat,67.9
118,1999,Wheat,70.9
118,2000,Wheat,33.4
118,2001,Wheat,32.9
118,2002,Wheat,32.5
118,2003,Wheat,43.2
118,2004,Wheat,34.7
118,2005,Wheat,55.8
118,2006,Wheat,74.2
118,2007,Wheat,97.8
118,2008,Wheat,46.0
118,2009,Wheat,76.73
118,2010,Wheat,115.73
118,2011,Wheat,116.41
118,2012,Wheat,124.79
118,2013,Wheat,83.1
118,2014,Wheat,110.6
118,2015,Wheat,93.9
118,2016,Wheat,232.6
118,2017,Wheat,244.4
119,1966,Wheat,10.0
119,1967,Wheat,7.0
119,1968,Wheat,15.0
119,1969,Wheat,12.8
119,1970,Wheat,13.8
119,1971,Wheat,13.7
119,1972,Wheat,10.2
119,1973,Wheat,13.8
119,1974,Wheat,18.4
119,1975,Wheat,29.6
119,1976,Wheat,19.6
119,1977,Wheat,24.9
119,1978,Wheat,15.7
119,1979,Wheat,15.0
119,1980,Wheat,20.5
119,1981,Wheat,18.9
119,1982,Wheat,18.1
119,1983,Wheat,21.7
119,1984,Wheat,11.3
119,1985,Wheat,16.5
119,1986,Wheat,16.0
119,1987,Wheat,17.0
119,1988,Wheat,21.0
119,1989,Wheat,13.8
119,1990,Wheat,11.0
119,1991,Wheat,11.7
119,1992,Wheat,11.1
119,1993,Wheat,23.1
119,1994,Wheat,28.3
119,1995,Wheat,18.9
119,1996,Wheat,20.9
119,1997,Wheat,6.5
119,1998,Wheat,14.7
119,1999,Wheat,16.5
119,2000,Wheat,10.0
119,2001,Wheat,14.0
119,2002,Wheat,10.0
119,2003,Wheat,12.5
119,2004,Wheat,5.9
119,2005,Wheat,11.8
119,2006,Wheat,14.3
119,2007,Wheat,18.7
119,2008,Wheat,7.1
119,2009,Wheat,12.0
119,2010,Wheat,14.44
119,2011,Wheat,14.22
119,2012,Wheat,16.54
119,2013,Wheat,14.7
119,2014,Wheat,15.4
119,2015,Wheat,13.4
119,2016,Wheat,15.9
119,2017,Wheat,15.1
120,1966,Wheat,14.0
120,1967,Wheat,12.0
120,1968,Wheat,15.0
120,1969,Wheat,16.6
120,1970,Wheat,14.6
120,1971,Wheat,19.6
120,1972,Wheat,14.3
120,1973,Wheat,18.3
120,1974,Wheat,24.5
120,1975,Wheat,33.4
120,1976,Wheat,19.7
120,1977,Wheat,23.4
120,1978,Wheat,20.5
120,1979,Wheat,30.0
120,1980,Wheat,19.6
120,1981,Wheat,20.6
120,1982,Wheat,19.6
120,1983,Wheat,26.5
120,1984,Wheat,16.6
120,1985,Wheat,19.8
120,1986,Wheat,18.0
120,1987,Wheat,19.0
120,1988,Wheat,24.8
120,1989,Wheat,20.6
120,1990,Wheat,16.7
120,1991,Wheat,10.4
120,1992,Wheat,17.1
120,1993,Wheat,26.3
120,1994,Wheat,32.0
120,1995,Wheat,22.3
120,1996,Wheat,20.8
120,1997,Wheat,8.5
120,1998,Wheat,22.0
120,1999,Wheat,24.8
120,2000,Wheat,15.8
120,2001,Wheat,20.1
120,2002,Wheat,12.8
120,2003,Wheat,20.2
120,2004,Wheat,12.3
120,2005,Wheat,22.9
120,2006,Wheat,26.1
120,2007,Wheat,35.9
120,2008,Wheat,28.3
120,2009,Wheat,17.61
120,2010,Wheat,37.83
120,2011,Wheat,27.88
120,2012,Wheat,27.32
120,2013,Wheat,29.3
120,2014,Wheat,19.0
120,2015,Wheat,16.9
120,2016,Wheat,26.3
120,2017,Wheat,20.9
121,1966,Wheat,74.0
121,1967,Wheat,95.0
121,1968,Wheat,54.0
121,1969,Wheat,70.2
121,1970,Wheat,104.6
121,1971,Wheat,101.3
121,1972,Wheat,44.9
121,1973,Wheat,125.7
121,1974,Wheat,60.9
121,1975,Wheat,100.1
121,1976,Wheat,70.6
121,1977,Wheat,75.5
121,1978,Wheat,106.4
121,1979,Wheat,79.7
121,1980,Wheat,91.6
121,1981,Wheat,69.1
121,1982,Wheat,71.5
121,1983,Wheat,89.2
121,1984,Wheat,110.4
121,1985,Wheat,77.8
121,1986,Wheat,62.0
121,1987,Wheat,31.0
121,1988,Wheat,125.0
121,1989,Wheat,81.8
121,1990,Wheat,106.57
121,1991,Wheat,97.55
121,1992,Wheat,96.01
121,1993,Wheat,99.96
121,1994,Wheat,151.7
121,1995,Wheat,104.18
121,1996,Wheat,126.92
121,1997,Wheat,123.34
121,1998,Wheat,123.52
121,1999,Wheat,124.24
121,2000,Wheat,98.6
121,2001,Wheat,112.35
121,2002,Wheat,128.96
121,2003,Wheat,223.61
121,2004,Wheat,264.55
121,2005,Wheat,237.68
121,2006,Wheat,276.63
121,2007,Wheat,359.2
121,2008,Wheat,243.69
121,2009,Wheat,260.77
121,2010,Wheat,616.75
121,2011,Wheat,542.46
121,2012,Wheat,509.16
121,2013,Wheat,462.84
121,2014,Wheat,433.77
121,2015,Wheat,341.19
121,2016,Wheat,387.99
121,2017,Wheat,391.38
122,1966,Wheat,10.0
122,1967,Wheat,16.0
122,1968,Wheat,22.0
122,1969,Wheat,19.4
122,1970,Wheat,45.2
122,1971,Wheat,27.7
122,1972,Wheat,23.5
122,1973,Wheat,25.6
122,1974,Wheat,11.7
122,1975,Wheat,15.7
122,1976,Wheat,20.3
122,1977,Wheat,26.6
122,1978,Wheat,44.6
122,1979,Wheat,65.5
122,1980,Wheat,62.7
122,1981,Wheat,105.5
122,1982,Wheat,150.7
122,1983,Wheat,126.3
122,1984,Wheat,51.4
122,1985,Wheat,27.8
122,1986,Wheat,27.0
122,1987,Wheat,9.0
122,1988,Wheat,107.2
122,1989,Wheat,29.8
122,1990,Wheat,59.7
122,1991,Wheat,34.1
122,1992,Wheat,57.8
122,1993,Wheat,36.9
122,1994,Wheat,121.7
122,1995,Wheat,67.9
122,1996,Wheat,71.6
122,1997,Wheat,47.9
122,1998,Wheat,55.4
122,1999,Wheat,18.5
122,2000,Wheat,8.7
122,2001,Wheat,14.5
122,2002,Wheat,15.9
122,2003,Wheat,37.9
122,2004,Wheat,60.9
122,2005,Wheat,88.3
122,2006,Wheat,92.7
122,2007,Wheat,181.7
122,2008,Wheat,112.0
122,2009,Wheat,27.3
122,2010,Wheat,208.2
122,2011,Wheat,116.1
122,2012,Wheat,15.4
122,2013,Wheat,70.55
122,2014,Wheat,14.46
122,2015,Wheat,22.73
122,2016,Wheat,42.31
122,2017,Wheat,30.9
123,1966,Wheat,52.0
123,1967,Wheat,63.0
123,1968,Wheat,53.0
123,1969,Wheat,70.3
123,1970,Wheat,89.5
123,1971,Wheat,76.9
123,1972,Wheat,72.0
123,1973,Wheat,85.1
123,1974,Wheat,70.0
123,1975,Wheat,110.9
123,1976,Wheat,107.8
123,1977,Wheat,99.1
123,1978,Wheat,115.6
123,1979,Wheat,107.6
123,1980,Wheat,107.9
123,1981,Wheat,101.7
123,1982,Wheat,104.3
123,1983,Wheat,103.3
123,1984,Wheat,107.4
123,1985,Wheat,76.1
123,1986,Wheat,83.1
123,1987,Wheat,50.0
123,1988,Wheat,97.0
123,1989,Wheat,67.6
123,1990,Wheat,105.1
123,1991,Wheat,102.1
123,1992,Wheat,102.9
123,1993,Wheat,113.6
123,1994,Wheat,159.0
123,1995,Wheat,116.1
123,1996,Wheat,135.6
123,1997,Wheat,129.7
123,1998,Wheat,146.3
123,1999,Wheat,113.7
123,2000,Wheat,118.3
123,2001,Wheat,136.5
123,2002,Wheat,106.5
123,2003,Wheat,132.0
123,2004,Wheat,94.6
123,2005,Wheat,123.1
123,2006,Wheat,170.5
123,2007,Wheat,237.0
123,2008,Wheat,118.2
123,2009,Wheat,178.9
123,2010,Wheat,280.2
123,2011,Wheat,242.1
123,2012,Wheat,270.8
123,2013,Wheat,290.34
123,2014,Wheat,272.84
123,2015,Wheat,240.79
123,2016,Wheat,226.49
123,2017,Wheat,224.22
124,1966,Wheat,11.3
124,1967,Wheat,19.0
124,1968,Wheat,12.0
124,1969,Wheat,15.7
124,1970,Wheat,25.9
124,1971,Wheat,15.7
124,1972,Wheat,7.5
124,1973,Wheat,18.2
124,1974,Wheat,11.9
124,1975,Wheat,28.6
124,1976,Wheat,21.7
124,1977,Wheat,16.1
124,1978,Wheat,21.5
124,1979,Wheat,12.2
124,1980,Wheat,17.0
124,1981,Wheat,16.7
124,1982,Wheat,18.6
124,1983,Wheat,22.3
124,1984,Wheat,23.6
124,1985,Wheat,15.2
124,1986,Wheat,14.0
124,1987,Wheat,6.0
124,1988,Wheat,24.6
124,1989,Wheat,19.7
124,1990,Wheat,21.0
124,1991,Wheat,14.7
124,1992,Wheat,18.5
124,1993,Wheat,19.1
124,1994,Wheat,18.0
124,1995,Wheat,13.2
124,1996,Wheat,15.3
124,1997,Wheat,17.3
124,1998,Wheat,16.6
124,1999,Wheat,15.2
124,2000,Wheat,13.4
124,2001,Wheat,14.5
124,2002,Wheat,21.3
124,2003,Wheat,26.7
124,2004,Wheat,34.0
124,2005,Wheat,29.2
124,2006,Wheat,24.9
124,2007,Wheat,42.6
124,2008,Wheat,34.2
124,2009,Wheat,34.7
124,2010,Wheat,46.9
124,2011,Wheat,59.5
124,2012,Wheat,54.6
124,2013,Wheat,47.38
124,2014,Wheat,50.81
124,2015,Wheat,43.03
124,2016,Wheat,32.78
124,2017,Wheat,38.85
125,1966,Wheat,6.0
125,1967,Wheat,9.0
125,1968,Wheat,11.0
125,1969,Wheat,12.8
125,1970,Wheat,14.6
125,1971,Wheat,15.4
125,1972,Wheat,18.2
125,1973,Wheat,23.6
125,1974,Wheat,21.9
125,1975,Wheat,28.1
125,1976,Wheat,20.9
125,1977,Wheat,24.0
125,1978,Wheat,41.0
125,1979,Wheat,33.3
125,1980,Wheat,38.5
125,1981,Wheat,35.7
125,1982,Wheat,47.9
125,1983,Wheat,44.4
125,1984,Wheat,40.8
125,1985,Wheat,33.0
125,1986,Wheat,23.0
125,1987,Wheat,17.0
125,1988,Wheat,40.1
125,1989,Wheat,31.5
125,1990,Wheat,29.6
125,1991,Wheat,31.4
125,1992,Wheat,30.3
125,1993,Wheat,33.8
125,1994,Wheat,32.0
125,1995,Wheat,26.9
125,1996,Wheat,37.5
125,1997,Wheat,37.8
125,1998,Wheat,33.0
125,1999,Wheat,31.8
125,2000,Wheat,30.5
125,2001,Wheat,33.6
125,2002,Wheat,41.9
125,2003,Wheat,38.7
125,2004,Wheat,36.0
125,2005,Wheat,35.4
125,2006,Wheat,52.9
125,2007,Wheat,77.7
125,2008,Wheat,55.3
125,2009,Wheat,51.5
125,2010,Wheat,132.6
125,2011,Wheat,128.4
125,2012,Wheat,125.0
125,2013,Wheat,71.62
125,2014,Wheat,60.46
125,2015,Wheat,72.99
125,2016,Wheat,58.86
125,2017,Wheat,55.12
126,1966,Wheat,22.0
126,1967,Wheat,33.0
126,1968,Wheat,29.0
126,1969,Wheat,55.9
126,1970,Wheat,35.7
126,1971,Wheat,29.5
126,1972,Wheat,17.4
126,1973,Wheat,39.8
126,1974,Wheat,31.6
126,1975,Wheat,48.8
126,1976,Wheat,60.1
126,1977,Wheat,71.9
126,1978,Wheat,54.8
126,1979,Wheat,79.5
126,1980,Wheat,85.5
126,1981,Wheat,113.9
126,1982,Wheat,120.2
126,1983,Wheat,110.4
126,1984,Wheat,60.6
126,1985,Wheat,38.3
126,1986,Wheat,34.3
126,1987,Wheat,5.0
126,1988,Wheat,106.5
126,1989,Wheat,133.2
126,1990,Wheat,43.1
126,1991,Wheat,43.3
126,1992,Wheat,42.7
126,1993,Wheat,29.5
126,1994,Wheat,34.0
126,1995,Wheat,17.0
126,1996,Wheat,32.3
126,1997,Wheat,39.6
126,1998,Wheat,38.3
126,1999,Wheat,18.4
126,2000,Wheat,1.8
126,2001,Wheat,11.8
126,2002,Wheat,25.5
126,2003,Wheat,34.3
126,2004,Wheat,17.0
126,2005,Wheat,91.0
126,2006,Wheat,93.0
126,2007,Wheat,160.0
126,2008,Wheat,88.0
126,2009,Wheat,13.5
126,2010,Wheat,92.9
126,2011,Wheat,28.7
126,2012,Wheat,7.9
126,2013,Wheat,95.98
126,2014,Wheat,23.48
126,2015,Wheat,34.65
126,2016,Wheat,45.92
126,2017,Wheat,60.08
127,1966,Wheat,2.0
127,1967,Wheat,3.0
127,1968,Wheat,4.0
127,1969,Wheat,3.7
127,1970,Wheat,4.0
127,1971,Wheat,5.1
127,1972,Wheat,7.3
127,1973,Wheat,10.1
127,1974,Wheat,7.8
127,1975,Wheat,8.1
127,1976,Wheat,7.0
127,1977,Wheat,8.8
127,1978,Wheat,13.2
127,1979,Wheat,10.9
127,1980,Wheat,10.1
127,1981,Wheat,11.0
127,1982,Wheat,6.3
127,1983,Wheat,7.3
127,1984,Wheat,7.8
127,1985,Wheat,7.0
127,1986,Wheat,4.0
127,1987,Wheat,3.0
127,1988,Wheat,7.2
127,1989,Wheat,4.9
127,1990,Wheat,6.5
127,1991,Wheat,6.6
127,1992,Wheat,5.6
127,1993,Wheat,4.9
127,1994,Wheat,6.7
127,1995,Wheat,7.7
127,1996,Wheat,4.5
127,1997,Wheat,4.8
127,1998,Wheat,4.6
127,1999,Wheat,3.4
127,2000,Wheat,2.8
127,2001,Wheat,3.1
127,2002,Wheat,2.6
127,2003,Wheat,2.4
127,2004,Wheat,2.2
127,2005,Wheat,2.9
127,2006,Wheat,2.7
127,2007,Wheat,1.9
127,2008,Wheat,1.4
127,2009,Wheat,2.5
127,2010,Wheat,1.9
127,2011,Wheat,1.7
127,2012,Wheat,1.4
127,2013,Wheat,1.0
127,2014,Wheat,0.87
127,2015,Wheat,0.43
127,2016,Wheat,0.42
127,2017,Wheat,0.6
128,1966,Wheat,0.0
128,1967,Wheat,0.0
128,1968,Wheat,0.0
128,1969,Wheat,0.0
128,1970,Wheat,0.1
128,1971,Wheat,0.1
128,1972,Wheat,0.0
128,1973,Wheat,0.1
128,1974,Wheat,0.1
128,1975,Wheat,0.2
128,1976,Wheat,0.0
128,1977,Wheat,0.1
128,1978,Wheat,0.0
128,1979,Wheat,0.0
128,1980,Wheat,0.2
128,1981,Wheat,0.0
128,1982,Wheat,0.0
128,1983,Wheat,0.0
128,1984,Wheat,0.1
128,1985,Wheat,0.0
128,1986,Wheat,0.0
128,1987,Wheat,0.0
128,1988,Wheat,0.0
128,1989,Wheat,0.0
128,1990,Wheat,0.2
128,1991,Wheat,0.0
128,1992,Wheat,0.1
128,1993,Wheat,0.3
128,1994,Wheat,0.0
128,1995,Wheat,0.1
128,1996,Wheat,0.2
128,1997,Wheat,0.4
128,1998,Wheat,0.4
128,1999,Wheat,0.3
128,2000,Wheat,0.2
128,2001,Wheat,0.3
128,2002,Wheat,0.2
128,2003,Wheat,0.0
128,2004,Wheat,0.4
128,2005,Wheat,0.5
128,2006,Wheat,0.9
128,2007,Wheat,1.4
128,2008,Wheat,1.7
128,2009,Wheat,2.2
128,2010,Wheat,8.1
128,2011,Wheat,13.9
128,2012,Wheat,11.3
128,2013,Wheat,8.69
128,2014,Wheat,4.0
128,2015,Wheat,3.71
128,2016,Wheat,3.2
128,2017,Wheat,1.81
129,1966,Wheat,14.0
129,1967,Wheat,43.0
129,1968,Wheat,28.0
129,1969,Wheat,21.7
129,1970,Wheat,53.8
129,1971,Wheat,29.8
129,1972,Wheat,15.1
129,1973,Wheat,11.4
129,1974,Wheat,3.9
129,1975,Wheat,38.2
129,1976,Wheat,33.7
129,1977,Wheat,36.7
129,1978,Wheat,41.1
129,1979,Wheat,57.6
129,1980,Wheat,75.3
129,1981,Wheat,78.5
129,1982,Wheat,84.0
129,1983,Wheat,87.0
129,1984,Wheat,54.2
129,1985,Wheat,17.7
129,1986,Wheat,13.1
129,1987,Wheat,1.0
129,1988,Wheat,68.8
129,1989,Wheat,46.5
129,1990,Wheat,27.5
129,1991,Wheat,16.4
129,1992,Wheat,60.3
129,1993,Wheat,7.9
129,1994,Wheat,132.0
129,1995,Wheat,26.9
129,1996,Wheat,40.2
129,1997,Wheat,66.6
129,1998,Wheat,58.0
129,1999,Wheat,4.6
129,2000,Wheat,5.9
129,2001,Wheat,27.6
129,2002,Wheat,20.6
129,2003,Wheat,133.4
129,2004,Wheat,47.3
129,2005,Wheat,79.3
129,2006,Wheat,146.5
129,2007,Wheat,181.0
129,2008,Wheat,117.1
129,2009,Wheat,118.6
129,2010,Wheat,219.9
129,2011,Wheat,136.9
129,2012,Wheat,11.7
129,2013,Wheat,173.66
129,2014,Wheat,19.54
129,2015,Wheat,6.7
129,2016,Wheat,13.84
129,2017,Wheat,39.55
130,1966,Wheat,25.0
130,1967,Wheat,58.0
130,1968,Wheat,54.0
130,1969,Wheat,49.5
130,1970,Wheat,83.4
130,1971,Wheat,74.4
130,1972,Wheat,38.1
130,1973,Wheat,43.8
130,1974,Wheat,24.7
130,1975,Wheat,47.7
130,1976,Wheat,54.2
130,1977,Wheat,69.6
130,1978,Wheat,63.3
130,1979,Wheat,103.8
130,1980,Wheat,116.2
130,1981,Wheat,159.8
130,1982,Wheat,201.6
130,1983,Wheat,155.5
130,1984,Wheat,134.5
130,1985,Wheat,79.0
130,1986,Wheat,76.1
130,1987,Wheat,5.8
130,1988,Wheat,168.9
130,1989,Wheat,151.4
130,1990,Wheat,141.8
130,1991,Wheat,98.5
130,1992,Wheat,171.8
130,1993,Wheat,92.8
130,1994,Wheat,231.0
130,1995,Wheat,155.6
130,1996,Wheat,182.9
130,1997,Wheat,165.8
130,1998,Wheat,165.9
130,1999,Wheat,57.6
130,2000,Wheat,27.0
130,2001,Wheat,155.4
130,2002,Wheat,52.2
130,2003,Wheat,347.4
130,2004,Wheat,363.8
130,2005,Wheat,430.2
130,2006,Wheat,559.4
130,2007,Wheat,800.8
130,2008,Wheat,566.7
130,2009,Wheat,418.6
130,2010,Wheat,1021.1
130,2011,Wheat,658.6
130,2012,Wheat,128.3
130,2013,Wheat,1020.15
130,2014,Wheat,728.99
130,2015,Wheat,78.75
130,2016,Wheat,420.63
130,2017,Wheat,373.26
131,1966,Wheat,50.0
131,1967,Wheat,69.0
131,1968,Wheat,67.0
131,1969,Wheat,72.5
131,1970,Wheat,82.8
131,1971,Wheat,75.8
131,1972,Wheat,47.9
131,1973,Wheat,80.7
131,1974,Wheat,77.8
131,1975,Wheat,80.9
131,1976,Wheat,72.3
131,1977,Wheat,91.9
131,1978,Wheat,105.3
131,1979,Wheat,82.5
131,1980,Wheat,90.4
131,1981,Wheat,97.8
131,1982,Wheat,83.5
131,1983,Wheat,130.7
131,1984,Wheat,84.9
131,1985,Wheat,71.6
131,1986,Wheat,81.0
131,1987,Wheat,59.0
131,1988,Wheat,88.3
131,1989,Wheat,87.6
131,1990,Wheat,110.5
131,1991,Wheat,119.7
131,1992,Wheat,110.1
131,1993,Wheat,117.6
131,1994,Wheat,150.0
131,1995,Wheat,123.9
131,1996,Wheat,143.4
131,1997,Wheat,139.1
131,1998,Wheat,142.7
131,1999,Wheat,162.2
131,2000,Wheat,122.2
131,2001,Wheat,120.0
131,2002,Wheat,139.3
131,2003,Wheat,243.0
131,2004,Wheat,250.3
131,2005,Wheat,267.1
131,2006,Wheat,241.3
131,2007,Wheat,373.5
131,2008,Wheat,257.3
131,2009,Wheat,267.5
131,2010,Wheat,427.3
131,2011,Wheat,393.0
131,2012,Wheat,402.4
131,2013,Wheat,414.42
131,2014,Wheat,367.45
131,2015,Wheat,321.47
131,2016,Wheat,393.12
131,2017,Wheat,417.13
132,1966,Wheat,6.0
132,1967,Wheat,13.0
132,1968,Wheat,19.0
132,1969,Wheat,18.0
132,1970,Wheat,22.6
132,1971,Wheat,15.9
132,1972,Wheat,22.6
132,1973,Wheat,17.9
132,1974,Wheat,15.3
132,1975,Wheat,20.7
132,1976,Wheat,13.7
132,1977,Wheat,16.7
132,1978,Wheat,29.7
132,1979,Wheat,36.5
132,1980,Wheat,36.9
132,1981,Wheat,38.3
132,1982,Wheat,40.8
132,1983,Wheat,48.7
132,1984,Wheat,33.9
132,1985,Wheat,37.0
132,1986,Wheat,38.0
132,1987,Wheat,20.0
132,1988,Wheat,40.9
132,1989,Wheat,27.6
132,1990,Wheat,28.5
132,1991,Wheat,28.4
132,1992,Wheat,29.3
132,1993,Wheat,27.6
132,1994,Wheat,33.6
132,1995,Wheat,24.2
132,1996,Wheat,25.5
132,1997,Wheat,37.7
132,1998,Wheat,37.8
132,1999,Wheat,52.2
132,2000,Wheat,27.0
132,2001,Wheat,35.9
132,2002,Wheat,39.5
132,2003,Wheat,46.8
132,2004,Wheat,29.2
132,2005,Wheat,20.3
132,2006,Wheat,66.3
132,2007,Wheat,84.3
132,2008,Wheat,55.2
132,2009,Wheat,71.8
132,2010,Wheat,97.0
132,2011,Wheat,89.8
132,2012,Wheat,91.6
132,2013,Wheat,94.99
132,2014,Wheat,55.58
132,2015,Wheat,85.8
132,2016,Wheat,60.12
132,2017,Wheat,61.79
133,1966,Wheat,107.0
133,1967,Wheat,102.0
133,1968,Wheat,108.0
133,1969,Wheat,103.2
133,1970,Wheat,175.0
133,1971,Wheat,135.1
133,1972,Wheat,131.6
133,1973,Wheat,189.0
133,1974,Wheat,178.8
133,1975,Wheat,223.3
133,1976,Wheat,177.9
133,1977,Wheat,163.7
133,1978,Wheat,262.0
133,1979,Wheat,182.8
133,1980,Wheat,222.5
133,1981,Wheat,186.3
133,1982,Wheat,189.7
133,1983,Wheat,225.9
133,1984,Wheat,194.2
133,1985,Wheat,234.5
133,1986,Wheat,176.11
133,1987,Wheat,88.0
133,1988,Wheat,143.4
133,1989,Wheat,140.4
133,1990,Wheat,232.43
133,1991,Wheat,227.15
133,1992,Wheat,210.99
133,1993,Wheat,194.44
133,1994,Wheat,290.3
133,1995,Wheat,225.02
133,1996,Wheat,238.48
133,1997,Wheat,240.96
133,1998,Wheat,208.48
133,1999,Wheat,215.76
133,2000,Wheat,185.6
133,2001,Wheat,213.55
133,2002,Wheat,152.24
133,2003,Wheat,187.8
133,2004,Wheat,160.15
133,2005,Wheat,212.52
133,2006,Wheat,249.97
133,2007,Wheat,343.5
133,2008,Wheat,247.31
133,2009,Wheat,339.43
133,2010,Wheat,432.75
133,2011,Wheat,415.94
133,2012,Wheat,425.84
133,2013,Wheat,458.6
133,2014,Wheat,360.72
133,2015,Wheat,342.21
133,2016,Wheat,327.98
133,2017,Wheat,384.91
134,1966,Wheat,5.0
134,1967,Wheat,24.0
134,1968,Wheat,19.0
134,1969,Wheat,29.6
134,1970,Wheat,28.2
134,1971,Wheat,34.7
134,1972,Wheat,22.2
134,1973,Wheat,42.0
134,1974,Wheat,20.2
134,1975,Wheat,30.5
134,1976,Wheat,27.1
134,1977,Wheat,37.4
134,1978,Wheat,50.9
134,1979,Wheat,43.5
134,1980,Wheat,38.4
134,1981,Wheat,55.4
134,1982,Wheat,52.8
134,1983,Wheat,65.1
134,1984,Wheat,77.7
134,1985,Wheat,42.3
134,1986,Wheat,37.0
134,1987,Wheat,22.0
134,1988,Wheat,53.7
134,1989,Wheat,65.3
134,1990,Wheat,72.5
134,1991,Wheat,64.1
134,1992,Wheat,67.7
134,1993,Wheat,64.4
134,1994,Wheat,86.0
134,1995,Wheat,57.0
134,1996,Wheat,115.7
134,1997,Wheat,117.7
134,1998,Wheat,131.6
134,1999,Wheat,51.2
134,2000,Wheat,8.6
134,2001,Wheat,13.3
134,2002,Wheat,27.3
134,2003,Wheat,129.0
134,2004,Wheat,149.8
134,2005,Wheat,114.9
134,2006,Wheat,145.7
134,2007,Wheat,188.9
134,2008,Wheat,65.8
134,2009,Wheat,84.9
134,2010,Wheat,103.8
134,2011,Wheat,159.5
134,2012,Wheat,274.6
134,2013,Wheat,164.17
134,2014,Wheat,197.75
134,2015,Wheat,103.25
134,2016,Wheat,157.09
134,2017,Wheat,168.6
135,1966,Wheat,18.0
135,1967,Wheat,68.0
135,1968,Wheat,49.0
135,1969,Wheat,27.7
135,1970,Wheat,103.3
135,1971,Wheat,73.9
135,1972,Wheat,14.8
135,1973,Wheat,7.9
135,1974,Wheat,16.8
135,1975,Wheat,63.2
135,1976,Wheat,66.4
135,1977,Wheat,87.3
135,1978,Wheat,105.0
135,1979,Wheat,116.7
135,1980,Wheat,165.8
135,1981,Wheat,166.8
135,1982,Wheat,128.7
135,1983,Wheat,226.5
135,1984,Wheat,171.5
135,1985,Wheat,17.7
135,1986,Wheat,9.0
135,1987,Wheat,2.0
135,1988,Wheat,273.2
135,1989,Wheat,95.0
135,1990,Wheat,125.7
135,1991,Wheat,59.7
