District,Year,Crop,Production
610,1975,Wheat,3.5
610,1976,Wheat,3.09
610,1977,Wheat,4.62
610,1978,Wheat,4.53
610,1979,Wheat,6.87
610,1980,Wheat,7.34
610,1981,Wheat,5.03
610,1982,Wheat,4.83
610,1983,Wheat,4.26
610,1984,Wheat,3.92
610,1985,Wheat,2.36
610,1986,Wheat,11.25
610,1987,Wheat,8.99
610,1988,Wheat,10.51
610,1989,Wheat,6.33
610,1990,Wheat,5.33
610,1991,Wheat,5.29
610,1992,Wheat,3.35
610,1993,Wheat,1.91
610,1994,Wheat,2.31
610,1995,Wheat,3.08
610,1996,Wheat,5.47
610,1997,Wheat,3.56
610,1998,Wheat,5.22
610,1999,Wheat,3.34
610,2000,Wheat,3.33
610,2001,Wheat,3.67
610,2002,Wheat,2.54
610,2003,Wheat,3.55
610,2004,Wheat,2.73
610,2005,Wheat,2.68
610,2006,Wheat,2.56
610,2007,Wheat,2.01
610,2008,Wheat,0.96
610,2009,Wheat,1.15
610,2010,Wheat,0.91
610,2011,Wheat,0.55
610,2012,Wheat,0.32
610,2013,Wheat,0.2
610,2014,Wheat,0.09
610,2015,Wheat,0.12
610,2016,Wheat,0.18
610,2017,Wheat,0.19
626,1966,Wheat,7.16
626,1967,Wheat,14.6
626,1968,Wheat,-1.0
626,1969,Wheat,-1.0
626,1970,Wheat,10.92
626,1971,Wheat,16.46
626,1972,Wheat,17.42
626,1973,Wheat,13.19
626,1974,Wheat,24.4
626,1975,Wheat,30.03
626,1976,Wheat,10.8
626,1977,Wheat,22.0
626,1978,Wheat,25.5
626,1979,Wheat,-1.0
626,1980,Wheat,30.8
626,1981,Wheat,35.1
626,1982,Wheat,34.36
626,1983,Wheat,19.79
626,1984,Wheat,8.29
626,1985,Wheat,25.3
626,1986,Wheat,5.93
626,1987,Wheat,15.2
626,1988,Wheat,36.3
626,1989,Wheat,43.2
626,1990,Wheat,43.29
626,1991,Wheat,41.79
626,1992,Wheat,35.27
626,1993,Wheat,17.35
626,1994,Wheat,31.49
626,1995,Wheat,34.62
626,1996,Wheat,43.29
626,1997,Wheat,63.33
626,1998,Wheat,32.35
626,1999,Wheat,46.88
626,2000,Wheat,47.9
626,2001,Wheat,50.16
626,2002,Wheat,34.04
626,2003,Wheat,33.81
626,2004,Wheat,67.32
626,2005,Wheat,13.98
626,2006,Wheat,52.63
626,2007,Wheat,42.25
626,2008,Wheat,17.5
626,2009,Wheat,14.96
626,2010,Wheat,26.3
626,2011,Wheat,38.19
626,2012,Wheat,30.3
626,2013,Wheat,15.68
626,2014,Wheat,29.67
626,2015,Wheat,36.85
626,2016,Wheat,15.29
626,2017,Wheat,37.85
627,1966,Wheat,8.97
627,1967,Wheat,8.7
627,1968,Wheat,-1.0
627,1969,Wheat,-1.0
627,1970,Wheat,10.31
627,1971,Wheat,13.45
627,1972,Wheat,14.58
627,1973,Wheat,13.33
627,1974,Wheat,11.8
627,1975,Wheat,14.47
627,1976,Wheat,12.7
627,1977,Wheat,17.0
627,1978,Wheat,24.7
627,1979,Wheat,-1.0
627,1980,Wheat,14.6
627,1981,Wheat,16.57
627,1982,Wheat,26.12
627,1983,Wheat,14.22
627,1984,Wheat,16.58
627,1985,Wheat,23.8
627,1986,Wheat,21.37
627,1987,Wheat,18.03
627,1988,Wheat,27.96
627,1989,Wheat,25.0
627,1990,Wheat,28.35
627,1991,Wheat,27.04
627,1992,Wheat,26.39
627,1993,Wheat,26.13
627,1994,Wheat,26.44
627,1995,Wheat,38.62
627,1996,Wheat,23.11
627,1997,Wheat,29.04
627,1998,Wheat,20.45
627,1999,Wheat,32.14
627,2000,Wheat,14.09
627,2001,Wheat,37.74
627,2002,Wheat,22.91
627,2003,Wheat,21.98
627,2004,Wheat,31.05
627,2005,Wheat,15.82
627,2006,Wheat,31.08
627,2007,Wheat,20.01
627,2008,Wheat,27.9
627,2009,Wheat,24.37
627,2010,Wheat,42.85
627,2011,Wheat,29.39
627,2012,Wheat,49.36
627,2013,Wheat,15.61
627,2014,Wheat,48.35
627,2015,Wheat,50.28
627,2016,Wheat,24.91
627,2017,Wheat,50.28
629,1966,Wheat,58.87
629,1967,Wheat,108.83
629,1968,Wheat,-1.0
629,1969,Wheat,-1.0
629,1970,Wheat,104.75
629,1971,Wheat,179.36
629,1972,Wheat,135.98
629,1973,Wheat,125.67
629,1974,Wheat,145.7
629,1975,Wheat,143.56
629,1976,Wheat,121.2
629,1977,Wheat,108.3
629,1978,Wheat,159.1
629,1979,Wheat,-1.0
629,1980,Wheat,160.6
629,1981,Wheat,158.74
629,1982,Wheat,170.74
629,1983,Wheat,113.87
629,1984,Wheat,115.57
629,1985,Wheat,206.9
629,1986,Wheat,205.19
629,1987,Wheat,128.29
629,1988,Wheat,226.6
629,1989,Wheat,221.0
629,1990,Wheat,246.72
629,1991,Wheat,262.91
629,1992,Wheat,200.42
629,1993,Wheat,172.06
629,1994,Wheat,246.75
629,1995,Wheat,191.86
629,1996,Wheat,241.21
629,1997,Wheat,260.95
629,1998,Wheat,225.6
629,1999,Wheat,249.57
629,2000,Wheat,135.19
629,2001,Wheat,260.18
629,2002,Wheat,231.61
629,2003,Wheat,234.33
629,2004,Wheat,305.18
629,2005,Wheat,157.18
629,2006,Wheat,263.12
629,2007,Wheat,217.25
629,2008,Wheat,176.58
629,2009,Wheat,145.16
629,2010,Wheat,255.22
629,2011,Wheat,215.68
629,2012,Wheat,293.98
629,2013,Wheat,150.33
629,2014,Wheat,284.12
629,2015,Wheat,264.18
629,2016,Wheat,148.35
629,2017,Wheat,264.38
630,1966,Wheat,1.66
630,1967,Wheat,1.57
630,1968,Wheat,-1.0
630,1969,Wheat,-1.0
630,1970,Wheat,1.76
630,1971,Wheat,1.39
630,1972,Wheat,1.67
630,1973,Wheat,2.02
630,1974,Wheat,2.1
630,1975,Wheat,2.46
630,1976,Wheat,1.1
630,1977,Wheat,1.5
630,1978,Wheat,1.7
630,1979,Wheat,-1.0
630,1980,Wheat,2.1
630,1981,Wheat,1.48
630,1982,Wheat,1.2
630,1983,Wheat,0.97
630,1984,Wheat,1.11
630,1985,Wheat,0.6
630,1986,Wheat,1.07
630,1987,Wheat,0.55
630,1988,Wheat,0.57
630,1989,Wheat,0.1
630,1990,Wheat,0.92
630,1991,Wheat,0.76
630,1992,Wheat,0.89
630,1993,Wheat,0.76
630,1994,Wheat,0.59
630,1995,Wheat,0.82
630,1996,Wheat,0.76
630,1997,Wheat,0.95
630,1998,Wheat,1.0
630,1999,Wheat,0.6
630,2000,Wheat,0.66
630,2001,Wheat,0.7
630,2002,Wheat,0.59
630,2003,Wheat,0.63
630,2004,Wheat,0.63
630,2005,Wheat,0.53
630,2006,Wheat,0.51
630,2007,Wheat,0.21
630,2008,Wheat,0.3
630,2009,Wheat,0.18
630,2010,Wheat,0.32
630,2011,Wheat,0.2
630,2012,Wheat,0.36
630,2013,Wheat,0.19
630,2014,Wheat,0.36
630,2015,Wheat,0.19
630,2016,Wheat,0.19
630,2017,Wheat,0.19
631,1966,Wheat,9.58
631,1967,Wheat,8.87
631,1968,Wheat,-1.0
631,1969,Wheat,-1.0
631,1970,Wheat,11.29
631,1971,Wheat,26.22
631,1972,Wheat,18.69
631,1973,Wheat,15.22
631,1974,Wheat,18.7
631,1975,Wheat,31.74
631,1976,Wheat,12.8
631,1977,Wheat,21.2
631,1978,Wheat,20.4
631,1979,Wheat,-1.0
631,1980,Wheat,30.1
631,1981,Wheat,28.1
631,1982,Wheat,24.84
631,1983,Wheat,25.64
631,1984,Wheat,30.91
631,1985,Wheat,31.5
631,1986,Wheat,28.23
631,1987,Wheat,33.92
631,1988,Wheat,30.25
631,1989,Wheat,39.9
631,1990,Wheat,46.26
631,1991,Wheat,40.65
631,1992,Wheat,40.11
631,1993,Wheat,41.23
631,1994,Wheat,45.95
631,1995,Wheat,39.1
631,1996,Wheat,47.65
631,1997,Wheat,43.88
631,1998,Wheat,38.76
631,1999,Wheat,35.43
631,2000,Wheat,41.79
631,2001,Wheat,41.2
631,2002,Wheat,30.98
631,2003,Wheat,39.13
631,2004,Wheat,45.92
631,2005,Wheat,39.81
631,2006,Wheat,45.79
631,2007,Wheat,43.04
631,2008,Wheat,31.28
631,2009,Wheat,27.54
631,2010,Wheat,48.42
631,2011,Wheat,33.81
631,2012,Wheat,55.77
631,2013,Wheat,28.05
631,2014,Wheat,54.62
631,2015,Wheat,34.54
631,2016,Wheat,28.14
631,2017,Wheat,34.54
632,1966,Wheat,-1.0
632,1967,Wheat,-1.0
632,1968,Wheat,-1.0
632,1969,Wheat,-1.0
632,1970,Wheat,0.0
632,1971,Wheat,1.26
632,1972,Wheat,1.53
632,1973,Wheat,1.16
632,1974,Wheat,0.9
632,1975,Wheat,1.76
632,1976,Wheat,1.7
632,1977,Wheat,1.8
632,1978,Wheat,0.7
632,1979,Wheat,-1.0
632,1980,Wheat,0.7
632,1981,Wheat,0.51
632,1982,Wheat,0.48
632,1983,Wheat,0.06
632,1984,Wheat,0.04
632,1985,Wheat,0.1
632,1986,Wheat,-1.0
632,1987,Wheat,-1.0
632,1988,Wheat,-1.0
632,1989,Wheat,0.4
632,1990,Wheat,0.44
632,1991,Wheat,0.43
632,1992,Wheat,0.31
632,1993,Wheat,0.23
632,1994,Wheat,0.33
632,1995,Wheat,0.25
632,1996,Wheat,0.3
632,1997,Wheat,0.29
632,1998,Wheat,0.23
632,1999,Wheat,0.28
632,2000,Wheat,0.1
632,2001,Wheat,0.21
632,2002,Wheat,0.16
632,2003,Wheat,0.15
632,2004,Wheat,0.15
632,2005,Wheat,0.08
632,2006,Wheat,0.12
632,2007,Wheat,0.12
632,2008,Wheat,0.06
632,2009,Wheat,0.05
632,2010,Wheat,0.08
632,2011,Wheat,0.07
632,2012,Wheat,0.09
632,2013,Wheat,0.05
632,2014,Wheat,0.09
632,2015,Wheat,0.08
632,2016,Wheat,0.05
632,2017,Wheat,0.08
633,1966,Wheat,2.45
633,1967,Wheat,34.85
633,1968,Wheat,-1.0
633,1969,Wheat,-1.0
633,1970,Wheat,30.02
633,1971,Wheat,48.6
633,1972,Wheat,21.56
633,1973,Wheat,15.16
633,1974,Wheat,19.1
633,1975,Wheat,20.53
633,1976,Wheat,9.1
633,1977,Wheat,17.5
633,1978,Wheat,22.7
633,1979,Wheat,-1.0
633,1980,Wheat,29.2
633,1981,Wheat,27.74
633,1982,Wheat,24.25
633,1983,Wheat,13.38
633,1984,Wheat,11.39
633,1985,Wheat,31.9
633,1986,Wheat,28.11
633,1987,Wheat,16.4
633,1988,Wheat,33.27
633,1989,Wheat,33.9
633,1990,Wheat,46.7
633,1991,Wheat,32.85
633,1992,Wheat,26.71
633,1993,Wheat,25.69
633,1994,Wheat,43.9
633,1995,Wheat,19.54
633,1996,Wheat,29.03
633,1997,Wheat,41.61
633,1998,Wheat,37.25
633,1999,Wheat,40.06
633,2000,Wheat,18.57
633,2001,Wheat,42.55
633,2002,Wheat,31.08
633,2003,Wheat,35.91
633,2004,Wheat,47.48
633,2005,Wheat,37.69
633,2006,Wheat,45.77
633,2007,Wheat,22.34
633,2008,Wheat,36.57
633,2009,Wheat,32.1
633,2010,Wheat,21.16
633,2011,Wheat,39.74
633,2012,Wheat,65.0
633,2013,Wheat,33.16
633,2014,Wheat,63.66
633,2015,Wheat,34.15
633,2016,Wheat,32.8
633,2017,Wheat,34.15
634,1966,Wheat,37.89
634,1967,Wheat,50.26
634,1968,Wheat,-1.0
634,1969,Wheat,-1.0
634,1970,Wheat,50.96
634,1971,Wheat,67.71
634,1972,Wheat,59.8
634,1973,Wheat,49.7
634,1974,Wheat,60.1
634,1975,Wheat,68.74
634,1976,Wheat,39.6
634,1977,Wheat,72.4
634,1978,Wheat,72.5
634,1979,Wheat,-1.0
634,1980,Wheat,84.4
634,1981,Wheat,99.87
634,1982,Wheat,81.76
634,1983,Wheat,55.7
634,1984,Wheat,44.82
634,1985,Wheat,92.9
634,1986,Wheat,73.93
634,1987,Wheat,68.98
634,1988,Wheat,80.32
634,1989,Wheat,85.5
634,1990,Wheat,88.59
634,1991,Wheat,103.29
634,1992,Wheat,90.46
634,1993,Wheat,76.0
634,1994,Wheat,106.45
634,1995,Wheat,107.99
634,1996,Wheat,109.32
634,1997,Wheat,117.28
634,1998,Wheat,67.59
634,1999,Wheat,110.12
634,2000,Wheat,44.1
634,2001,Wheat,132.07
634,2002,Wheat,92.98
634,2003,Wheat,83.53
634,2004,Wheat,121.4
634,2005,Wheat,63.46
634,2006,Wheat,101.83
634,2007,Wheat,104.36
634,2008,Wheat,48.36
634,2009,Wheat,42.98
634,2010,Wheat,75.57
634,2011,Wheat,95.81
634,2012,Wheat,87.04
634,2013,Wheat,44.34
634,2014,Wheat,85.25
634,2015,Wheat,120.4
634,2016,Wheat,43.92
634,2017,Wheat,120.39
635,1966,Wheat,5.81
635,1967,Wheat,11.57
635,1968,Wheat,-1.0
635,1969,Wheat,-1.0
635,1970,Wheat,9.01
635,1971,Wheat,8.41
635,1972,Wheat,33.59
635,1973,Wheat,32.35
635,1974,Wheat,42.5
635,1975,Wheat,53.51
635,1976,Wheat,24.4
635,1977,Wheat,32.3
635,1978,Wheat,37.5
635,1979,Wheat,-1.0
635,1980,Wheat,50.0
635,1981,Wheat,36.24
635,1982,Wheat,34.5
635,1983,Wheat,28.0
635,1984,Wheat,25.07
635,1985,Wheat,42.7
635,1986,Wheat,28.51
635,1987,Wheat,38.61
635,1988,Wheat,42.61
635,1989,Wheat,46.1
635,1990,Wheat,48.58
635,1991,Wheat,40.13
635,1992,Wheat,28.07
635,1993,Wheat,23.23
635,1994,Wheat,34.03
635,1995,Wheat,35.05
635,1996,Wheat,32.01
635,1997,Wheat,33.5
635,1998,Wheat,21.93
635,1999,Wheat,22.5
635,2000,Wheat,8.13
635,2001,Wheat,21.96
635,2002,Wheat,17.2
635,2003,Wheat,15.88
635,2004,Wheat,20.28
635,2005,Wheat,17.97
635,2006,Wheat,14.75
635,2007,Wheat,25.5
635,2008,Wheat,9.17
635,2009,Wheat,7.35
635,2010,Wheat,12.92
635,2011,Wheat,14.95
635,2012,Wheat,14.88
635,2013,Wheat,7.75
635,2014,Wheat,14.58
635,2015,Wheat,28.15
635,2016,Wheat,7.51
635,2017,Wheat,28.15
636,1966,Wheat,14.94
636,1967,Wheat,23.55
636,1968,Wheat,-1.0
636,1969,Wheat,-1.0
636,1970,Wheat,17.17
636,1971,Wheat,26.44
636,1972,Wheat,31.64
636,1973,Wheat,27.21
636,1974,Wheat,33.9
636,1975,Wheat,35.98
636,1976,Wheat,20.7
636,1977,Wheat,37.1
636,1978,Wheat,38.8
636,1979,Wheat,-1.0
636,1980,Wheat,40.1
636,1981,Wheat,42.54
636,1982,Wheat,45.14
636,1983,Wheat,31.79
636,1984,Wheat,15.72
636,1985,Wheat,36.3
636,1986,Wheat,38.4
636,1987,Wheat,31.23
636,1988,Wheat,34.66
636,1989,Wheat,48.0
636,1990,Wheat,51.86
636,1991,Wheat,43.62
636,1992,Wheat,54.48
636,1993,Wheat,32.52
636,1994,Wheat,50.6
636,1995,Wheat,34.17
636,1996,Wheat,35.17
636,1997,Wheat,50.47
636,1998,Wheat,36.11
636,1999,Wheat,45.74
636,2000,Wheat,23.8
636,2001,Wheat,50.29
636,2002,Wheat,34.02
636,2003,Wheat,31.59
636,2004,Wheat,48.03
636,2005,Wheat,19.37
636,2006,Wheat,40.9
636,2007,Wheat,29.21
636,2008,Wheat,33.47
636,2009,Wheat,29.5
636,2010,Wheat,51.87
636,2011,Wheat,38.94
636,2012,Wheat,59.75
636,2013,Wheat,29.12
636,2014,Wheat,58.52
636,2015,Wheat,33.48
636,2016,Wheat,30.15
636,2017,Wheat,33.58
651,1966,Wheat,0.0
651,1967,Wheat,0.0
651,1968,Wheat,0.0
651,1969,Wheat,0.0
651,1970,Wheat,0.0
651,1971,Wheat,0.0
651,1972,Wheat,0.0
651,1973,Wheat,0.0
651,1974,Wheat,0.0
651,1975,Wheat,0.0
651,1976,Wheat,0.0
651,1977,Wheat,0.0
651,1978,Wheat,0.0
651,1979,Wheat,0.0
651,1980,Wheat,0.0
651,1981,Wheat,0.0
651,1982,Wheat,0.0
651,1983,Wheat,0.0
651,1984,Wheat,0.0
651,1985,Wheat,0.0
651,1986,Wheat,0.0
651,1987,Wheat,0.0
651,1988,Wheat,0.0
651,1989,Wheat,0.0
651,1990,Wheat,0.0
651,1991,Wheat,0.0
651,1992,Wheat,0.0
651,1993,Wheat,0.0
651,1994,Wheat,0.0
651,1995,Wheat,0.0
651,1996,Wheat,0.0
651,1997,Wheat,0.0
651,1998,Wheat,0.0
651,1999,Wheat,0.0
651,2000,Wheat,0.0
651,2001,Wheat,0.0
651,2002,Wheat,0.0
651,2003,Wheat,0.0
651,2004,Wheat,0.0
651,2005,Wheat,0.0
651,2006,Wheat,0.0
651,2007,Wheat,0.0
651,2008,Wheat,0.0
651,2009,Wheat,0.0
651,2010,Wheat,0.0
651,2011,Wheat,0.0
651,2012,Wheat,0.0
651,2013,Wheat,0.0
651,2014,Wheat,0.0
651,2015,Wheat,0.0
651,2016,Wheat,0.0
651,2017,Wheat,0.0
652,1966,Wheat,0.0
652,1967,Wheat,0.0
652,1968,Wheat,0.0
652,1969,Wheat,0.0
652,1970,Wheat,0.0
652,1971,Wheat,0.0
652,1972,Wheat,0.0
652,1973,Wheat,0.0
652,1974,Wheat,0.0
652,1975,Wheat,0.0
652,1976,Wheat,0.0
652,1977,Wheat,0.0
652,1978,Wheat,0.0
652,1979,Wheat,0.0
652,1980,Wheat,0.0
652,1981,Wheat,0.0
652,1982,Wheat,0.0
652,1983,Wheat,0.0
652,1984,Wheat,0.0
652,1985,Wheat,0.0
652,1986,Wheat,0.0
652,1987,Wheat,0.0
652,1988,Wheat,0.0
652,1989,Wheat,0.0
652,1990,Wheat,0.0
652,1991,Wheat,0.0
652,1992,Wheat,0.0
652,1993,Wheat,0.0
652,1994,Wheat,0.0
652,1995,Wheat,0.0
652,1996,Wheat,0.0
652,1997,Wheat,0.0
652,1998,Wheat,0.0
652,1999,Wheat,0.0
652,2000,Wheat,0.0
652,2001,Wheat,0.0
652,2002,Wheat,0.0
652,2003,Wheat,0.0
652,2004,Wheat,0.0
652,2005,Wheat,0.0
652,2006,Wheat,0.0
652,2007,Wheat,0.0
652,2008,Wheat,0.0
652,2009,Wheat,0.0
652,2010,Wheat,0.0
652,2011,Wheat,0.0
652,2012,Wheat,0.0
652,2013,Wheat,0.0
652,2014,Wheat,0.0
652,2015,Wheat,0.0
652,2016,Wheat,0.0
652,2017,Wheat,0.0
653,1966,Wheat,0.0
653,1967,Wheat,0.0
653,1968,Wheat,0.0
653,1969,Wheat,0.0
653,1970,Wheat,0.0
653,1971,Wheat,0.0
653,1972,Wheat,0.0
653,1973,Wheat,0.0
653,1974,Wheat,0.0
653,1975,Wheat,0.0
653,1976,Wheat,0.0
653,1977,Wheat,0.0
653,1978,Wheat,0.0
653,1979,Wheat,0.0
653,1980,Wheat,0.0
653,1981,Wheat,0.0
653,1982,Wheat,0.0
653,1983,Wheat,0.0
653,1984,Wheat,0.0
653,1985,Wheat,0.0
653,1986,Wheat,0.0
653,1987,Wheat,0.0
653,1988,Wheat,0.0
653,1989,Wheat,0.0
653,1990,Wheat,0.0
653,1991,Wheat,0.0
653,1992,Wheat,0.0
653,1993,Wheat,0.0
653,1994,Wheat,0.0
653,1995,Wheat,0.0
653,1996,Wheat,0.0
653,1997,Wheat,0.0
653,1998,Wheat,0.0
653,1999,Wheat,0.0
653,2000,Wheat,0.0
653,2001,Wheat,0.0
653,2002,Wheat,0.0
653,2003,Wheat,0.0
653,2004,Wheat,0.0
653,2005,Wheat,0.0
653,2006,Wheat,0.0
653,2007,Wheat,0.0
653,2008,Wheat,0.0
653,2009,Wheat,0.0
653,2010,Wheat,0.0
653,2011,Wheat,0.0
653,2012,Wheat,0.0
653,2013,Wheat,0.0
653,2014,Wheat,0.0
653,2015,Wheat,0.0
653,2016,Wheat,0.0
653,2017,Wheat,0.0
655,1966,Wheat,0.0
655,1967,Wheat,0.0
655,1968,Wheat,0.0
655,1969,Wheat,0.0
655,1970,Wheat,0.0
655,1971,Wheat,0.0
655,1972,Wheat,0.0
655,1973,Wheat,0.0
655,1974,Wheat,0.0
655,1975,Wheat,0.0
655,1976,Wheat,0.0
655,1977,Wheat,0.0
655,1978,Wheat,0.0
655,1979,Wheat,0.0
655,1980,Wheat,0.0
655,1981,Wheat,0.0
655,1982,Wheat,0.0
655,1983,Wheat,0.0
655,1984,Wheat,0.0
655,1985,Wheat,0.0
655,1986,Wheat,0.0
655,1987,Wheat,0.0
655,1988,Wheat,0.0
655,1989,Wheat,0.0
655,1990,Wheat,0.0
655,1991,Wheat,0.0
655,1992,Wheat,0.0
655,1993,Wheat,0.0
655,1994,Wheat,0.0
655,1995,Wheat,0.0
655,1996,Wheat,0.0
655,1997,Wheat,0.0
655,1998,Wheat,0.0
655,1999,Wheat,0.0
655,2000,Wheat,0.0
655,2001,Wheat,0.0
655,2002,Wheat,0.0
655,2003,Wheat,0.0
655,2004,Wheat,0.0
655,2005,Wheat,0.0
655,2006,Wheat,0.0
655,2007,Wheat,0.0
655,2008,Wheat,0.0
655,2009,Wheat,0.0
655,2010,Wheat,0.0
655,2011,Wheat,0.0
655,2012,Wheat,0.0
655,2013,Wheat,0.0
655,2014,Wheat,0.0
655,2015,Wheat,0.0
655,2016,Wheat,0.0
655,2017,Wheat,0.0
656,1966,Wheat,0.0
656,1967,Wheat,0.0
656,1968,Wheat,0.0
656,1969,Wheat,0.0
656,1970,Wheat,0.0
656,1971,Wheat,0.0
656,1972,Wheat,0.0
656,1973,Wheat,0.0
656,1974,Wheat,0.0
656,1975,Wheat,0.0
656,1976,Wheat,0.0
656,1977,Wheat,0.0
656,1978,Wheat,0.0
656,1979,Wheat,0.0
656,1980,Wheat,0.0
656,1981,Wheat,0.0
656,1982,Wheat,0.0
656,1983,Wheat,0.0
656,1984,Wheat,0.0
656,1985,Wheat,0.0
656,1986,Wheat,0.0
656,1987,Wheat,0.0
656,1988,Wheat,0.0
656,1989,Wheat,0.0
656,1990,Wheat,0.0
656,1991,Wheat,0.0
656,1992,Wheat,0.0
656,1993,Wheat,0.0
656,1994,Wheat,0.0
656,1995,Wheat,0.0
656,1996,Wheat,0.0
656,1997,Wheat,0.0
656,1998,Wheat,0.0
656,1999,Wheat,0.0
656,2000,Wheat,0.0
656,2001,Wheat,0.0
656,2002,Wheat,0.0
656,2003,Wheat,0.0
656,2004,Wheat,0.0
656,2005,Wheat,0.0
656,2006,Wheat,0.0
656,2007,Wheat,0.0
656,2008,Wheat,0.0
656,2009,Wheat,0.0
656,2010,Wheat,0.0
656,2011,Wheat,0.0
656,2012,Wheat,0.0
656,2013,Wheat,0.0
656,2014,Wheat,0.0
656,2015,Wheat,0.0
656,2016,Wheat,0.0
656,2017,Wheat,0.0
657,1970,Wheat,0.0
657,1971,Wheat,0.0
657,1972,Wheat,0.0
657,1973,Wheat,0.0
657,1974,Wheat,0.0
657,1975,Wheat,0.0
657,1976,Wheat,0.0
657,1977,Wheat,0.0
657,1978,Wheat,0.0
657,1979,Wheat,0.0
657,1980,Wheat,0.0
657,1981,Wheat,0.0
657,1982,Wheat,0.0
657,1983,Wheat,0.0
657,1984,Wheat,0.0
657,1985,Wheat,0.0
657,1986,Wheat,0.0
657,1987,Wheat,0.0
657,1988,Wheat,0.0
657,1989,Wheat,0.0
657,1990,Wheat,0.0
657,1991,Wheat,0.0
657,1992,Wheat,0.0
657,1993,Wheat,0.0
657,1994,Wheat,0.0
657,1995,Wheat,0.0
657,1996,Wheat,0.0
657,1997,Wheat,0.0
657,1998,Wheat,0.0
657,1999,Wheat,0.0
657,2000,Wheat,0.0
657,2001,Wheat,0.0
657,2002,Wheat,0.0
657,2003,Wheat,0.0
657,2004,Wheat,0.0
657,2005,Wheat,0.0
657,2006,Wheat,0.0
657,2007,Wheat,0.0
657,2008,Wheat,0.0
657,2009,Wheat,0.0
657,2010,Wheat,0.0
657,2011,Wheat,0.0
657,2012,Wheat,0.0
657,2013,Wheat,0.0
657,2014,Wheat,0.0
657,2015,Wheat,0.0
657,2016,Wheat,0.0
657,2017,Wheat,0.0
658,1966,Wheat,0.0
658,1967,Wheat,0.0
658,1968,Wheat,0.0
658,1969,Wheat,0.0
658,1970,Wheat,0.0
658,1971,Wheat,0.0
658,1972,Wheat,0.0
658,1973,Wheat,0.0
658,1974,Wheat,0.0
658,1975,Wheat,0.0
658,1976,Wheat,0.0
658,1977,Wheat,0.0
658,1978,Wheat,0.0
658,1979,Wheat,0.0
658,1980,Wheat,0.0
658,1981,Wheat,0.0
658,1982,Wheat,0.0
658,1983,Wheat,0.0
658,1984,Wheat,0.0
658,1985,Wheat,0.0
658,1986,Wheat,0.0
658,1987,Wheat,0.0
658,1988,Wheat,0.0
658,1989,Wheat,0.0
658,1990,Wheat,0.0
658,1991,Wheat,0.0
658,1992,Wheat,0.0
658,1993,Wheat,0.0
658,1994,Wheat,0.0
658,1995,Wheat,0.0
658,1996,Wheat,0.0
658,1997,Wheat,0.0
658,1998,Wheat,0.0
658,1999,Wheat,0.0
658,2000,Wheat,0.0
658,2001,Wheat,0.0
658,2002,Wheat,0.0
658,2003,Wheat,0.0
658,2004,Wheat,0.0
658,2005,Wheat,0.0
658,2006,Wheat,0.0
658,2007,Wheat,0.0
658,2008,Wheat,0.0
658,2009,Wheat,0.0
658,2010,Wheat,0.0
658,2011,Wheat,0.0
658,2012,Wheat,0.0
658,2013,Wheat,0.0
658,2014,Wheat,0.0
658,2015,Wheat,0.0
658,2016,Wheat,0.0
658,2017,Wheat,0.0
659,1966,Wheat,0.0
659,1967,Wheat,0.0
659,1968,Wheat,0.0
659,1969,Wheat,0.0
659,1970,Wheat,0.0
659,1971,Wheat,0.0
659,1972,Wheat,0.0
659,1973,Wheat,0.0
659,1974,Wheat,0.0
659,1975,Wheat,0.0
659,1976,Wheat,0.0
659,1977,Wheat,0.0
659,1978,Wheat,0.0
659,1979,Wheat,0.0
659,1980,Wheat,0.0
659,1981,Wheat,0.0
659,1982,Wheat,0.0
659,1983,Wheat,0.0
659,1984,Wheat,0.0
659,1985,Wheat,0.0
659,1986,Wheat,0.0
659,1987,Wheat,0.0
659,1988,Wheat,0.0
659,1989,Wheat,0.0
659,1990,Wheat,0.0
659,1991,Wheat,0.0
659,1992,Wheat,0.0
659,1993,Wheat,0.0
659,1994,Wheat,0.0
659,1995,Wheat,0.0
659,1996,Wheat,0.0
659,1997,Wheat,0.0
659,1998,Wheat,0.0
659,1999,Wheat,0.0
659,2000,Wheat,0.0
659,2001,Wheat,0.0
659,2002,Wheat,0.0
659,2003,Wheat,0.0
659,2004,Wheat,0.0
659,2005,Wheat,0.0
659,2006,Wheat,0.0
659,2007,Wheat,0.0
659,2008,Wheat,0.0
659,2009,Wheat,0.0
659,2010,Wheat,0.0
659,2011,Wheat,0.0
659,2012,Wheat,0.0
659,2013,Wheat,0.0
659,2014,Wheat,0.0
659,2015,Wheat,0.0
659,2016,Wheat,0.0
659,2017,Wheat,0.0
660,1966,Wheat,0.0
660,1967,Wheat,0.0
660,1968,Wheat,0.0
660,1969,Wheat,0.0
660,1970,Wheat,0.0
660,1971,Wheat,0.0
660,1972,Wheat,0.0
660,1973,Wheat,0.0
660,1974,Wheat,0.0
660,1975,Wheat,0.0
660,1976,Wheat,0.0
660,1977,Wheat,0.0
660,1978,Wheat,0.0
660,1979,Wheat,0.0
660,1980,Wheat,0.0
660,1981,Wheat,0.0
660,1982,Wheat,0.0
660,1983,Wheat,0.0
660,1984,Wheat,0.0
660,1985,Wheat,0.0
660,1986,Wheat,0.0
